Price,Processor,Memory,Storage,Graphics,Display,Adapter,Battery,Operating System,Networking,Keyboard,Bluetooth,Audio,WebCam,Ports & Connectors,Color ,Dimensions (W x D x H),Weight,Warranty ,Chipset,Optical Drive,Fingerprint,Body Material,Display Touch,Security,Touchpad,Included in the Box,SSD,Software,Others,Thermal Functionality,Display Size,RAM,Camera,Warranty,Keyborad,Dimension,Color,Interface,Manufacturing Warranty,Slots
111000,"Intel® Core™ i5-11300H (4C / 8T, 3.1 / 4.4GHz, 8MB)
","1x 8GB SO-DIMM DDR4-3200 ( Two DDR4 SO-DIMM slots, dual-channel capable ) Up to 16GB","512GB SSD M.2 2280 PCIe® 3.0x4 NVMe® ( Up to two drives, 2x M.2 SSD or 1x 2.5"" HDD + 1x M.2 SSD )","NVIDIA® GeForce RTX™ 3050 4GB GDDR6, Boost Clock 1500 / 1740MHz, TGP 90W
","15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 45% NTSC, 120Hz ","95W USB-C (3-Pin)
","Battery Type Integrated (Fast Charging Enable.) 
Battery Capacity 75Wh",Win11 Home,"LAN
10/100/1000 Mbps Ethernet
WiFi
802.11ax, 2×2 Wireless
Bluetooth
Bluetooth 5.0",1.5mm Key-Travel Distance Keyboard along,"Bluetooth 5.0
","High Definition (HD) Audio, Realtek® ALC3287 codec
","720P HD Cam
","Optical Drive
N/A
HDMI Port
1 x HDMI
USB 3 Port
1 x USB 3.2
USB Type-C / Thunderbolt Port
Type-C Gen 1
Headphone & Microphone Port
Yes","Shadow Black
","359 x 249.6 x 24.9 mm (14.13 x 9.83 x 0.98 inches)
",2.2 KG,3 years,NULL,NULL,"N/A
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36000,Intel CDC 4020 (4MB cache and 1.1 GHz up to 2.8 GHz),4GB DDR4 2666MHZ,1TB HDD (EXTRA M.2 NVME PCIE SSD SLOT AVAILABLE),"Intel UHD Graphics 600
","15.6"" FHD AntiGlare LED Backlight Narrow Bezel Display
","65W Adapter
","3 Cell Li-Polymer 39.3Wh
",DOS,"802.11ac, 2×2 Wireless LAN
","Full size English (US)
 Number pad available",5.0,"2 x 1.5W speakers
Dolby Audio",HD Webcam,"2 USB 3.1 ports, 1x USB 2.0
HDMI
4-in-1 Card Reader (SD, SDHC, SDXC, MMC)
Audio Combo Jack",Platinum Grey,"362.2 x 253.4 x 19.9mm / 14.26″ x 9.98″ x 0.78″
",1.7 KG,3 year Warranty ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95000,"AMD Ryzen 5 5600U (6C / 12T, 2.3 / 4.2GHz, 3MB L2 / 16MB L3)
","16GB Soldered DDR4-3200
","512GB SSD M.2 2280 PCIe 3.0x4 NVMe
","Integrated AMD Radeon Graphics
","14 inch 2.2K (2240x1400) IPS 300nits Anti-glare, 60Hz, 100% sRGB
","65W USB-C (3-pin)
","Integrated 56.5Wh
","Windows 11 Home 64, English
","Ethernet : None 
WLAN + Bluetooth : Wi-Fi 6 11ax, 2x2 + BT5.1","Backlit, English (EU)
",BT5.1,"High Definition (HD) Audio, Realtek ALC3287 codec
","IR & 720p + ToF Sensor
","1x USB 3.2 Gen 1 
1x USB 3.2 Gen 1 (Always On)
1x USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0)
1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)
1x HDMI 1.4b
1x Card reader
1x Headphone / microphone combo jack (3.5mm)","Storm Grey
","312.2 x 221 x 15.99-17.99 mm (12.29 x 8.7 x 0.63-0.71 inches)
","1.38 kg (3.04 lbs)
",3 years,"AMD SoC Platform
",NULL,None,"Aluminium (Top), Aluminium (Bottom)
",None,"Firmware TPM 2.0
IR camera for Windows Hello
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60000,"AMD Ryzen 3 5425U 2.70 GHz Up to 4.10 Ghz
",8GB 3200MHz DDR4 (32GB Extra Slot),"256GB M.2 PCIe NVMe SSD
","AMD Radeon Graphics
","15.6 inch FHD 120HZ (1920 x 1080) 
WVA, Non-Touch, Anti-Glare, 250 nit, Narrow Border, LED-Backlit","65 Watt AC Adapter
","Battery Type : 3-Cell Battery (Integrated) 
Battery Capacity : 41WHr
Adapter Type : 65 Watt AC Adapter",Windows 11 Home,"802.11ac 1x1 WiFi and Bluetooth
","Non-Backlit Keyboard, English
",Yes,"Stereo speakers with Waves MaxxAudio Pro, 2 W x 2 = 4 W total","720p at 30 fps HD camera
","Card Reader
1 x SD card reader 
Display Port
Yes 
HDMI Port
1 x HDMI 1.4b port 
USB 2 Port 
1 x USB 2.0 port 
USB 3 Port 
1 USB 3.2 Gen 1 port 
USB Type-C / Thunderbolt Port 
1 x USB 3.2 Gen 1 Type-C port 
Headphone & Microphone Port 
1 x headset (headphone and microphone combo) port ",Black,"Height (front): 0.67 in. (16.96 mm)
Height (rear): 0.83 in. (21.07 mm)
Width: 14.11 in. (358.50 mm)
Depth: 9.27 in. (235.60 mm)","Weight (minimum): 3.71 lbs (1.68 kg)
",2 years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59500,Intel Core i3-1115G4 up to 4.10GHz,"4GB DDR4, upgradable to 32 GB using two soDIMM modules
",1 TB 2.5-inch 7200 RPM256GB SSD,"Intel Iris Xe for 11th Gen Intel Processors
","14” IPS FULL HD (1920X1080) Wide Viewing Angle Up To 170 Degrees slim NON touch screen
","3-pin 45 W External AC Power adapter
","3-cell, 48 Wh Li-ion battery
",Linux,"Wireless-802.11a/b/g/n/acR2+ax (2x2) Wi-Fi 6
",NULL,"Bluetooth 5.1
","Integrated Microphone & Two built-in stereo speakers
","Integrated HD Video webcam with Camera Shutter
","1 Type C USB 3.2 Gen 2 Thunderbolt 4 port 
1 USB 3.2 Gen 1 port with power-off charging
2 USB 3.2 port
1 x HDMI, 1 x VGA, 1 x RJ45
1x headphone/microphone combo Jack
1 x multi format SD Media card reader (Supports SD, SDHC, SDXC.)
1 DC-in jack",Black,"19.9 X 328 X 236 Mm
","1.7 Kgs
",2 years,NULL,NULL,NULL,NULL,NULL,NULL,"TouchPad Pointing Device/click pad with multi-touch gesture support
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79900,"Intel Core i5-1240P (3.3GHz Up to 4.4GHz) 
Processor Core: 12
Processor Thread: 16
CPU Cache: 12MB","RAM: 16GB
RAM Type: DDR4 3200MHZ 
Removable: YES","512GB GEN-4 PCIe M.2 NVMe (EXTRA HDD SLOT AVAILABLE, MAX CAPACITY 2TB)
","Intel Iris Xe Graphics
","14.0"" display with IPS (In-Plane Switching) technology
Full HD 1920 x 1080 
High-brightness Acer ComfyView LED-backlit TFT LCD 
16:9 aspect ratio, 45% NTSC color gamut 
The wide viewing angle of up to 170 degrees
Mercury-free, environment friendly","3-pin 50 W AC adapter
","50 Wh 3-cell Li-ion battery
",Windows 11,"Wi-Fi 6E Wireless LAN
802.11a/b/g/n/ac/ax wireless LAN
Band : 2.4 GHz, 5 GHz and 6 GHz
2x2 MU-MIMO technology
Gigabit Ethernet, Wake-on-LAN ready
Support Bluetooth® 5.2 and later
",80-/81-/84-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,"Support Bluetooth® 5.2 and later
","2 x Stereo Speaker
","Video conferencing UFC with T-Type HD camera
1280 x 720 resolution
720p HD video at 30 fps with Temporal Noise Reduction
Blue Glass lens
Dual Mic (33 mm + 33 mm) 78 x 3.2 (5.2) x 3 mm","3 x USB 3.2 Port Type A Number of USB 3.2(Type-C) Ports: 1
Supporting Thunderbolt 4, USB 3.2 Gen 2, Display Port over USB-C, USB Charging 5V;3A
1 X HDMI
2 x Stereo Speaker
","Pure Silver
",328 (W) x 223 (D) x 17.95 (H) mm,"1.5 kg
",3 years warranty (01 year Battery & Adapter),NULL,NULL,YES,METAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47950,"Intel Core i3-1005G1 10 Generation Processor 10nm, 1.20GHz, 4MB Smart Cache","8GB 2666MHz DDR4 RAM
Expandable memory up to 32GB",512GB SATAIII M.2 2280 SSD SATA interface,Intel UHD Graphics,4.0” (35.56cm) HD (1366x768) Matte LED-Backlit Display with 45% NTSC,"Full Range AC adapter, AC in 110~240V, 50~60Hz
DC output 19V 2.37A, 45W","Embedded 3 cells Smart Lithium-Ion Battery pack, 36WH
Battery Life: 420 minutes (N.B: Based on testing with MobileMark 2014. Battery life varies significantly with settings, usage, & other factors.)",Windows 10,"Built-in 10/100/1000Mb Base-TX Ethernet LAN
Intel Dual Band Wireless-AC 9462, 1x1 AC",Multi-languages A4 size isolated keyboard with Bengali font (Bijoy Bangla Layout), 5.1,"2 x 2 W speakers
High Definition Audio
Built-in array microphone",1.0M HD video camera,NULL,Black,Height: 19.4mm | Width: 324.9mm | Depth: 219.5mm ,1.3kg,02-years warranty,NULL,NULL,NULL,NULL,NULL,"Kensington Lock
Intel PTT for the system without Hardware TPM",Built-in touchpad with Microsoft PTP multi-gesture and scrolling function,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"USB 3.2 Gen 2 port (Type A)
USB 3.2 Gen 2 port (Type C)
USB 2.0 port (Type A)
HDMI output port (with HDCP)
2-in-1 Audio jack (Headphone / Microphone)
RJ-45 LAN port
DC-in jack",NULL,NULL
156500,11th Gen. Intel Core i7-1185G7 Processor,LPDDR4 16GB( 3200MHz Upgrade up to 32 GB),1TB NVMe PCIe Gen4x4 SSD,"NVIDIA GeForce GTX 1650 Ti With Max-Q Design, 4GB GDDR6","14"" FHD (1920*1080), 60Hz 72%NTSC Finger Touch panel",90W adapter,52 Battery (Whr),Windows 10 Home,802.11 ax Wi-Fi 6 ,"Backlight Keyboard (Single-Color, White)",5.1,Mic-in/Headphone-out Combo Jack,IR HD type (30fps 720p),"Type-A USB2.0
Micro SD
2x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",Ink Black,319 x 219 x 15.9 mm,1.29 kg,"02 years warranty
",NULL,NULL,NULL,NULL,NULL,NULL,Finger Touch panel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148000,11th Gen. Intel® Core™ i7-1185G7 Processor,LPDDR4 16GB( 3200MHzUpgrade up to 32 GB),1TB NVMe PCIe Gen4x4 SSD,"NVIDIA GeForce GTX 1650 Ti With Max-Q Design, 4GB GDDR6","14"" UHD (3840*2160), 60Hz 100% Adobe ",90W adapter,52 Battery (Whr),Windows 10 Home,802.11 ax Wi-Fi 6 ,"Backlight Keyboard (Single-Color, White)",5.1,Mic-in/Headphone-out Combo Jack,IR HD type ([email protected]),"Type-A USB2.0
Micro SD
2x Type-C (USB4 / DP / Thunderbolt™4) with PD charging",Ink Black,319 x 219 x 15.9 mm,1.29 kg,02 years warranty ,NULL,NULL,NULL,Metal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222000,"Intel Core i7-11800H Processor (24M Cache, up to 4.60 GHz) Core: 8 Thread: 16 ",16GB (8G*2) DDR4 3200MHz ,512 GB M.2 NVMe PCIe SSD ( Extra M.2 Slot Available ),"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6 
Up to 1307MHz Boost Clock, 
65W Maximum Graphics Power with Dynamic Boost. ","16"" QHD+ (2560*1600), 120Hz DCI-P3 100% typical, Finger Touch panel
","180W Slim adapter
",4-Cell 90 Battery (Whr),Windows 10 Home Ultra ,Killer Wi-Fi 6E AX1675,"Per key RGB MiniLED keyboard by Steelseries
",Bluetooth v5.2,"4x 2W Speaker 
Nahimic 3 / Hi-Res Audio ","IR HD type ([email protected])
","2x USB 3.2 Gen2 
2x Thunderbolt 4 
Mic-in/Headphone-out Combo 
1x Micro SD Card Reader
","Lunar Gray
","359 x 256 x 15.9 mm
","2.2 kg
",2 Years Warranty,"Intel HM570
",NULL,NULL,NULL,Finger Touch ,"Facial Recognition
","TouchPad, Touchscreen
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58000,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz)","4GB DDR4 3200 MHz RAM (Extra Ram Slot Available)
",1TB HDD (EXTRA M.2 PCIE NVME SSD SLOT AVAILABLE),"Intel UHD Graphics
","14"" HD (1366 x 768) anti-glare LED Display
","HP Smart 45 W External AC power adapter
","HP Long Life 3-cell, 41 Wh Li-ion
",Free Dos,"LAN: Integrated 10/100/1000 GbE NIC;
Wi-Fi: Realtek 802.11ac (2x2) Wi-Fi
Ethernet RJ-45
","Full-size island-style keyboard
",Bluetooth 4.2,"Dual speakers
",HD Webcam,"2 x USB 3.1 Gen 1,
USB 2.0;
1 x HDMI 1.4b;
1 x headphone/microphone combo",Black,324 x 225.9 x 19.9 mm,1.47 kg,"2 years International Limited Warranty (Terms & condition Apply As Per HP)
",NULL,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53200,"Intel Core i3-1115G4 Processor (6MB Cache, 3.0 GHz up to 4.10 GHz)
","8GB DDR4 3200MHz RAM (EXTRA RAM SLOT AVAILABLE, MAX 24GB)
","1TB HDD & 256GB M.2 NVME SSD
","Intel UHD Graphics
","14.0-inch FHD, 60 Hz, Anti-glare, NTSC 45%, 220 Nits, LED Backlight Non-touch Narrow Border Display
",45 W AC adapter,"3-Cell, 42 WHr, Integrated battery
","Free DOS
","802.11ac 1x1 WiFi
","Dark Grey Smart Keyboard
",NULL,"2 W Dual stereo speakers
",HD Smart,"1 USB 2.0
1 HDMI 1.4
1 Ethernet RJ-45
2 USB 3.2 Gen 1
1 Headset Jack
3-in-1 SD Media Card Reader",Black,"Height: 0.71"" - 0.78"" (18.1 mm – 19 mm)
Width: 12.94"" (328.70 mm )
Depth: 9.43"" (239.50 mm)","Starting Weight: 3.49 lb ( 1.59 kg)i
",3 years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99000,"Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",8GB 3200 MHz DDR4 (Extra Ram Slot Available),"512GB NVMe PCIe SSD (Extra M.2 NVME PCIE SSD Slot Available)
",NVIDIA GeForce GTX 1650 4GB Graphics,"15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.1%,DCI-P3:Refresh Rate:144Hz,Value IPS-level
",150W Power Supply,3-Cell 48WHr Battery,"Windows 11, 64 -bit","Wi-Fi 6 (802.11ax)
","Backlit Chiclet Keyboard RGB
 Number pad available",5.1,"DTS software 
Built-in array microphone 
Built-in speaker ",720P HD,"1x 3.5mm Combo Audio Jack 
1x HDMI 2.0b 
1x USB 2.0 Type-A 
2x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC",Gray Metal ,"35.9 x 25.6 x 2.47 ~ 2.49 cm (14.13"" x 10.08"" x 0.97"" ~ 0.98"")
","2.30 Kg (5.07 lbs)
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55500,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","4GB DDR4 3200MHz RAM (Extra Ram Slot Available, Expandable up to 20GB RAM)",512GB M.2 NVME SSD (MAX STORAGE CAPACITY 4TB),Integrated Intel UHD Graphics 520,"35.56cm(14) (16:9) LED-backlit FHD (1920*1080) 60Hz Anti-Glare Panel with 45% NTSC, 220NITS ","Plug type :ø4 (mm)
Output :
19 V DC, 2.37 A, 45 W
Input :
100 -240 V AC, 50/60 Hz universal",2 -Cell 38 Wh lithium-polymer battery Battery,"Free DOS, ASUS recommends Windows 11 Pro for business",Wi-Fi-5 Integrated 802.11ac,Chiclet ENG keyboard,4.1,ASUS SonicMaster Technology,720p HP Smart Webcam,"1 x COMBO audio jack 
1 x Type-C USB 3.0 (USB 3.1 Gen 1 / Gen 2)
1 x USB 3.0 port(s) Type A
2 x USB 2.0 port(s)
1 x HDMI
1 x Fingerprint reader (Optional)","Slate Grey
",325 x 216 x 22.9 mm (WxDxH),1.5 kg,3 Years international Warranty ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183000,NULL,8GB unified memory ,512GB SSD,"8-core GPU
16-core Neural Engine
100GB/s memory bandwidth","Liquid Retina display
13.6-inch (diagonal) LED-backlit display with IPS technology;1
2560-by-1664 native resolution at 224 pixels per inch with
support for 1 billion colors
500 nits brightness
The wide color (P3)
True Tone technology",30W USB-C Power Adapter,"Up to 18 hours of Apple TV app movie playback
Up to 15 hours of wireless web
52.6-watt-hour lithium‑polymer battery",macOS,"802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible","Backlit Magic Keyboard with:
78 (U.S.) or 79 (ISO) keys including 12 full-height function keys and 4 arrow keys in an inverted-T arrangement",5.0,"Four-speaker sound system
Wide stereo sound
Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers
Spatial Audio with dynamic head tracking when using AirPods (3rd generation), AirPods Pro, and AirPods Max
Three-mic array with directional beamforming
3.5 mm headphone jack with advanced support for high-impedance headphones","1080p FaceTime HD camera
Advanced image signal processor with computational video","MagSafe 3 charging port
3.5 mm headphone jack
Two Thunderbolt / USB 4 ports with support for:
Charging
DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
",Space Gray,"Height: 0.44 inch (1.13 cm)
Width: 11.97 inches (30.41 cm)
Depth: 8.46 inches (21.5 cm)",2.7 pounds (1.24 kg),One year International Limited Warranty,"Apple M2 chip
8-core CPU with 4 performance cores and 4 efficiency cores",NULL,NULL,NULL,No,Fingerprint Reader,"Touch ID
Ambient light sensor
Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures","MacBook Air
30W USB-C Power Adapter
USB-C to MagSafe 3 Cable
(2 m)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165000,NULL,8GB unified memory ,256GB SSD,"8-core GPU
16-core Neural Engine
100GB/s memory bandwidth","Liquid Retina display
13.6-inch (diagonal) LED-backlit display with IPS technology;1
2560-by-1664 native resolution at 224 pixels per inch with
support for 1 billion colors
500 nits brightness
The wide color (P3)
True Tone technology",30W USB-C Power Adapter,"Up to 18 hours of Apple TV app movie playback
Up to 15 hours of wireless web
52.6-watt-hour lithium‑polymer battery",macOS,"802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible","Backlit Magic Keyboard with:
78 (U.S.) or 79 (ISO) keys including 12 full-height function keys and 4 arrow keys in an inverted-T arrangement",5.0,"Four-speaker sound system
Wide stereo sound
Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers
Spatial Audio with dynamic head tracking when using AirPods (3rd generation), AirPods Pro, and AirPods Max
Three-mic array with directional beamforming
3.5 mm headphone jack with advanced support for high-impedance headphones","1080p FaceTime HD camera
Advanced image signal processor with computational video","MagSafe 3 charging port
3.5 mm headphone jack
Two Thunderbolt / USB 4 ports with support for:
Charging
DisplayPort
Thunderbolt 3 (up to 40Gb/s)
USB 4 (up to 40Gb/s)
USB 3.1 Gen 2 (up to 10Gb/s)
",Midnight ,"Height: 0.44 inch (1.13 cm)
Width: 11.97 inches (30.41 cm)
Depth: 8.46 inches (21.5 cm)",2.7 pounds (1.24 kg),One year International Limited Warranty (parts & labor),"Apple M2 chip
8-core CPU with 4 performance cores and 4 efficiency cores",NULL,NULL,NULL,No,Fingerprint Reader,"Touch ID
Ambient light sensor
Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures","MacBook Air
30W USB-C Power Adapter
USB-C to MagSafe 3 Cable
(2 m)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91500,"Intel Core i5 1135G7 2.40GHz 4.20GHz
","8GB DDR4 3200MHz
",512GB SSD NVMe PCIe,"Intel Iris Xe Graphics
","15.6 Full HD 1920x1080 60 Hz IPS, 250nits, 45% NTSC
","65W USB-C (3-pin)
","45Wh Up to 2.5 Hrs.
",windows 10,NULL,"Standard Keyboard
",Yes,"Realtek ALC3287 codec
","HD Camera
","2 x USB 3.2 Gen 1
1x USB 3.2 Gen 1 Type-C, 1 x Thunderbolt 4
","Mineral Gray
","357 x 235 x 18.9mm
","1.7 kg
",2 years,"Intel SoC Platform
",NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
